Link,Price,Date,Text,Location,Area,Rooms,Located Floor,Number of Floors,Repair,Document
https://emlak.az/1177016-satilir-2-otaqli-81-m2-yeni-tikili-saray.html,['8 500'],28.11.2024,"['4%-Lİ İPOTEKA...!!!RƏSMİ GƏLİR VƏ YA VÖEN TƏLƏB OLUNUR...!!!Abşeron rayonu, Saray qəsəbəsində Saray Petrolla üz bə üz inşa edilmiş 14 mərtəbəli yeni tikili binanın 5-ci mərtəbəsində ümumi sahəsi 63 kv/m olan  tam təmirli 1 otaqlı (1-dən 2-yə düzəltmək mümkündür ) mənzil satılır. İstilik sistemi kombidir. İLKİN ÖDƏNİŞ –8 500 AZN-dən başlayan qiymətlərlə, aylıq ödəniş isə - 449 AZN. Qalıq müddəti: 24 il. Digər mərtəbə və fərqli kvadratlar da mövcuddur. Mənzilin sənədi – ÇIXARIŞDIR (KUPÇA).Mənzil 4%-li Satmaq Öhdəliyin Ötürülməsi ilə alınan mənzillər sırasındadır. Dövlət layihəsidir.']",['Ünvan: Şərur MTK'],81 m2,2,4,14,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1162388-satilir-3-otaqli-85-m2-yeni-tikili-ag-seher.html,['403 000'],28.11.2024,"['Ekslüziv olaraq hazır daxili kreditdə olan mənzil.Knightbridge ResidenceTam təmirli və əşyalı3 otaq studiya mənzil.Ələ çatan Məbləğ 403 minyerdə qalan daxili kredit borcu isə 2 illik( 24 aylıq) 147 min manatdır.Mənzilin ümumi total olaraq satış qiyməti 550 min manantdır.Binanın altında 2 mərtəbə parkovka , bağlı həyətində isə uşaq meydançası var. Qaz və su sistemlərində avtomatik qapanma mexanizmləri var. Hər otağın ayrıca balkonu var.Maraqlanan şəxslər zəng və ya whatsapp vasitəsilə əlaqə saxlaya bilərlər.Ofis xidmet haqqi 1%']",['Ünvan: fəvvarələr küç'],85 m2,3,3,7,Əla təmirli,Müqavilə
https://emlak.az/1164530-satilir-2-otaqli-49-m2-yeni-tikili-ygunesli.html,['118 000'],28.11.2024,['Suraxanı rayonunun Yeni Günəşli qəsəbəsində yerlaşir.16 mərtəbəl binanın 15-ci mərtəbəsində super tamirli 2 otaqlı mənzil təcili satılır. Mənzildə kuxna hamam korridor balkon isti pol mövcuddur .Panoraması şəhərin mərkəzinə va danizə tərəf baxır. kupça mənzilin satışından sonra təqdim ediləcək. Ofis xidmət haqqı 1%.'],['Ünvan: Smir Cəfərov küç'],49 m2,2,15,16,Əla təmirli,Müqavilə
https://emlak.az/1171683-satilir-3-otaqli-105-m2-yeni-tikili-ag-seher.html,['350 000'],28.11.2024,"['Kupçalı+ipotekaya yararlıağ şəhərdə möhtəşəm mənzərəli qanuni 3 otaqlı mənzil.Mənzildə 2 sanuzel və 2 sanitar qovşaq var.tam yelçəkən mənzilyeraltı, yerüstü dayanacaq24 saat mühafizə və müşahidə kameralarMaraqlanan şəxslər 7/24 zəng və ya whatsapp vasitəsilə əlaqə saxlaya bilərlər.Ofis xidmet haqqi 1%']",['Ünvan: Mərkəzi Bulvar küçəsi'],105 m2,3,7,7,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1154082-satilir-3-otaqli-130-m2-yeni-tikili-ag-seher.html,['500 000'],28.11.2024,"['Ağ Şəhərdə -- Bahalı Keyfiyyətli materiallar ilə Yeni Lyuks Təmir olunmuş Mənzil130 Kv.m-dən ibarət olan Mənzil qanuni 3 otaqdır, artırılma deyil. 7 mərtəbəli Binanın 6-cı mərtəbəsində yerləşir.Suyu, İşığı, Qazı, İsti döşəməsi2 Sanitar qovşaq hamamı ( 1-i otağın içində ), Kombisi , binanın 24 saat gözətçi xidməti, tam əhatəyə alınmış kamera sistemi və Otaqların təzə Lg Kondisionerləri mövcuddur.yaxınlığında ""Ağ Şəhər Mall"" tikilir, hansı ki oranın içərisindən Bulvara asma körpü ilə birbaşa keçid olacaq.Maraqlanan şəxslər zəng və ya whatsapp vasitəsilə əlaqə saxlaya bilərlər.Ofis xidmet haqqi 1%']",['Ünvan: fəvvarələr küçəsi'],130 m2,3,6,7,Əla təmirli,Müqavilə
https://emlak.az/1177010-satilir-2-otaqli-53-m2-yeni-tikili-hezi-aslanov-m.html,['147 000'],28.11.2024,['Alians panorama park19 / 12 / 2 otaq ( 1 den 2 ye studio )Menzil ela temirlidi yasayis olmayibCixaris var ( kupca )unvan Xetai rayonu Gence prMetro Hezi Aslanov .Menzile baxmaq ucun zeng ede bilersiniz.'],['Ünvan: Gence prospekti'],53 m2,2,12,19,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1177008-satilir-3-otaqli-110-m2-yeni-tikili-nerimanov-r.html,['250 000'],28.11.2024,"['NƏRİMANOV m/s YAXINLIĞINDA 3OTAQLI TAM TƏMİRLİ MƏNZİL!!!Nərimanov m/s yaxınlığında 2 otaqdan 3 otağa düzəlmiş tam təmirli mənzil satılır. Mənzildə qaz, su və işıq xəttləri var. Kombi sistemi var. Yaxınlığında məktəb, Gimnaziya, market, restoranlar, xəstəxana və başqa iaşə obyektləri var.KUPÇALIDIR. İPOTEKAYA YARALIOfis haqqı 1%']",['Ünvan: Faiq Yusifov küç'],110 m2,3,7,19,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1177007-satilir-3-otaqli-105-m2-yeni-tikili-neriman-nerimanov-m.html,['235 000'],28.11.2024,['N.Nərimanov r-nu Orucəliyev küçəsində 8 mərtəbəli binanın 8 mərtəbəsində sahəsi 105 kv/m olan qanuni 3 otaqlı mənzil satılır.Mənzil yaxşı təmirlidir.Mərkəzləədirilmiş istilik sistemi mövcutdur.Otaqlar geniş işıqlı və əşyalıdır.Qaz su işıq daimidir.Sənədi kupçadır.'],['Ünvan: Orucəliyev'],105 m2,3,8,8,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1177005-satilir-2-otaqli-141-m2-yeni-tikili-nesimi-r.html,['390 000'],28.11.2024,"['Nəsimi rayon Tiblisi prospektində 3otağlı təmirli,kupçalı mənzil satılır.Ətrafda ehtiyyac olacaq bütün iaşə obyektləri mövcuddur. Əlavə məlumat üçün əlaqə saxlayın. Real alıcıya endirim olunacaq. Xidmət haqqı 1%.']",['Ünvan: Tiblisi pr'],141 m2,2,8,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176998-satilir-4-otaqli-170-m2-yeni-tikili-elmler-akademiyasi-m.html,['570 000'],28.11.2024,['Kupçalı mənzil satılır!!!Elmlər metrosuna 3 dəqiqəlik məsafədə yeni tikili binada 4 otaq tam təmirli 170kvm mənzil satılır.Mənzil təmirdən yeni çıxıb yaşayış olmayıb.Qazı suyu işığı daimidir.'],['Ünvan: Elmlər metrosunun yaxınlığı'],170 m2,4,4,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176997-satilir-3-otaqli-90-m2-yeni-tikili-xirdalan.html,['119 000'],28.11.2024,"['Xirdalanda esas prospektın ustunde super remont olunmuş menzil satlir, menzil Kupcaldır ve İpotekaya yararldi. 16/4cu mertebesı,90kv, qiymeti 119000 3otaqa yıgılıb,Qiymetde endirim olacaq,OFIS HAQQI 1% alandan .']",['Ünvan: Heyder Eliyev pr'],90 m2,3,4,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176993-satilir-1-otaqli-56-m2-yeni-tikili-baki.html,['101 500'],28.11.2024,['Nərimanov rayon Təbriz küçəsində 1otağlı təmirsiz mənzil satılır. Mənzildə cüzi endirim olacaq.sənəddlər müqavilədi.Ətrafda ehtiyyac olacaq bütün iaşə obyektləri mövcuddur. Əlavə məlumat üçün əlaqə saxlayın. Real alıcıya endirim olunacaq. Xidmət haqqı 1%.'],['Ünvan: Təbriz küçəsi'],56 m2,1,11,14,Təmirsiz,Müqavilə
https://emlak.az/1176992-satilir-3-otaqli-118-m2-yeni-tikili-neriman-nerimanov-m.html,['240 000'],28.11.2024,['N.Nərimanov r-nu Faiq Yusifov küçəsində 10 mərtəbəli binanın 2 mərtəbəsində sahəsi 118 kv/m olan qanuni 3 otaqlı mənzil satılır.Mənzil yaxşı təmirlidir.Otaqlar geniş işıqlı və əşyalıdır.Binada Qaz yoxdur.Mərkəzləşdirilmiş istilik sistemi mövcutdur.Yataqxana deyil.Sənədi kupçadır.'],['Ünvan: F.Yusifov'],118 m2,3,2,10,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1165249-satilir-2-otaqli-83-m2-yeni-tikili-insaatcilar-m.html,['218 000'],28.11.2024,['2 ot.20/4 mər.83 kv. Yasamal r.H.Zərdabi küc. Baku Mall Ticarət Mərkəznin və inşaatcilar metrosunun yani. Əla təmirli geniş mənzil. Əşyali satilir. Kupca var. Q.218 000 azn.'],['Ünvan: Yasamal r.Həsən Bəy Zərdabi küc.'],83 m2,2,4,20,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176990-satilir-3-otaqli-100-m2-yeni-tikili-genclik-m.html,['320 000'],28.11.2024,"['Köhnə Nəsimi Bazarının, Azərbaycan Universitetinin, Ağ Çiçəyimin yanında, Mc Donaldsın yanında yeni tikili Premium yaşayış binasında qanuni 3 otaqlı, yaxşı təmirli, tam əşyalı mənzil satılır. Bina infrastruktur olaraq çox yaxşı ünvan da yerləşir.Binada yaxın zaman da Çıxarış ( Kupça ) veriləcək.Binada 24 vsaat mühafizə və kamera sistemi, kodlu qapı sistemi, sürətli sigma liftlər, geniş həyət, parking.Əlavə məlumat üçün zəng edə bilərsiniz.Ofisin xidmət haqqı 1 % təşkil edir.']",['Ünvan: azadlıq prospekti'],100 m2,3,14,20,Əla təmirli,Müqavilə
https://emlak.az/1176988-satilir-3-otaqli-155-m2-yeni-tikili-neriman-nerimanov-m.html,['369 000'],28.11.2024,"['TƏCİLİ !KUPÇALIİPOTEKAYA YARARLINərimanov metrosu yaxınlığında, Heydər Əliyev mərkəzinin yanında yerləşən yeni tikili binada (Edem MTK) QANUNİ 3 otaqlı əla təmirli mənzil satılır. Mənzildə 2 ədəd sanuzel və 2 ədəd balkon mövcuddur. Hər bir şəraiti var. Qaz, su, işıq daimidir. Binanın geniş həyəti, yeraltı avto-parkingi və 24-saat mühafizə xidməti var. İnfrastruktur cəhətdən ideal yerdə yerləşir. Ətrafında istənilən növ iaşə obyektləri fəaliyyət göstərir.OFİS HAQQI 1%']",['Ünvan: Həsənoğlu küç.'],155 m2,3,14,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176987-satilir-3-otaqli-105-m2-yeni-tikili-28-may-m.html,['270 000'],28.11.2024,"['Nərimanov rayonu Yaşıl bazarı, Şərq bazarının yani,Nərimanov,28 may metrolarına yaxın,əla təmirli 3 otaqlı ümumi sahəsi 105 kv mənzil satılır.Mənzil 2 otaqdan 3 otaga düzəlib.Mənzil bütün infrostruktura cox yaxin yerdə yerləşir.Mənzilin istilik sistemi kombidir.Binada qaz su,işıq daimidir. Binanin 24 saat muhafize olunan qapali heyeti, masin saxlamaq ucun parkingi var. Real alıcıya endirim olunacaq.Ətraflı məlumat üçün əlaqə saxlaya bilersiniz.']",['Ünvan: Təbriz küçəsi'],105 m2,3,5,8,Əla təmirli,Müqavilə
https://emlak.az/1176981-satilir-2-otaqli-60-m2-yeni-tikili-serq-bazari.html,['198 000'],28.11.2024,"['Nərimanov rayonu Azərbaycan Təfəkkür Universitetinin, Şərq Bazarının yaxınlığında yerləşən 11 mərtəbəli yaşayış binasının 8-ci mərtəbəsində sahəsi 60 kv.metr  2 otaqlı (studio) təmirli əşyalı mənzil satılır. Bina yeni istifadəyə verilib, mənzildə yaşayış olmayıb, təmirdə  keyfiyyətli materiallardan istifadə olunub, alan adama santexnik ve elektrik məhsulları göstəriləcək, mətbəx mebeli ve qarderob mebeli yığılıb, qalan mebellərdə istəyə  görə qoyulacaq, divarlar 90 dərəcə işlənib, ev isti poldur  və italyan boruları ilə çəkilib. mekteb ve baxca yanindadir 28 may metrosuna ayaqla 5 deq mesafededir.Bina infrastruktur baxımdan çox əlverişli yerdədir, 28 May metrostansiyasına piyada gediləcək məsafədədir. Yaxınlıqda uşaq baxçası, məktəb, ticarət mərkəzləri, marketlər və digər iaşə obyektləri mövcutdur.Satışda və icarədə müxtəlif mənzillər, obyektlər və s. var. ƏTRAFLI MƏLUMAT ALMAQ ÜÇÜN ƏLAQƏ SAXLAYA BİLƏRSİNİZ.']",['Ünvan: Qarabağ küç.'],60 m2,2,8,11,Əla təmirli,Müqavilə
https://emlak.az/1176980-satilir-3-otaqli-175-m2-yeni-tikili-elmler-akademiyasi-m.html,['385 000'],28.11.2024,"['Mənzil 21 mərtəbəli binanın 13 cü mərtəbəsində yerləşir. Elimler və Nizami m.st 10 dəqiqəlik yoldu. Mənzil tam əşyalı satılır. Kupça var, qanuni 3 otaqdır. Real alıcıya endirim olacağ. Ofis haqqı 1 %']",['Ünvan: İzmir küç'],175 m2,3,13,21,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1176965-satilir-2-otaqli-905-m2-yeni-tikili-genclik-m.html,['237 000'],28.11.2024,"['Nərimanov rayonu Gənclik m/s yaxınlığı  Seyid Yəhya Bakuvi küç yanında ARAZ MMC MK-a aid 90.5 kvm sahəli, qanuni 2 otaq, 16 mərtəbəli binanın 6-cı mərəbəsində super təmirli,əşyalı mənzil satışa çıxarılmışdır.MənzilEv euro təmirlidir, ən bahalı materiallardan istifadə olunub təmir zamanı.Kombi sistemi mövcuddur. 24 saat mühafizə xidmətiİNFRASTRUKTUR cəhətdən ideal yerdə yerləşir. Bütün iaşə obyektləri Marketlə Apteklər Mağazalar binanın altında mövcuddur. Böyük parkinqi, həyəti,uşaq meydançası mövcuddur.Şirkətin xidmət haqqı 1% təşkil edir.']",['Ünvan: Nərimanov rayonu  Seyid Yəhya Bakuvi küçəsi'],90.5 m2,2,6,16,Əla təmirli,Yoxdur
https://emlak.az/1176976-satilir-4-otaqli-180-m2-yeni-tikili-neriman-nerimanov-m.html,['489 000'],28.11.2024,"['QAÇIRILMAZ FÜRSƏT!!Nərimanov rayonunun taninmiş RESIDENCE olan ""ZUMRUD RESIDENCE""!!! PREMIUM CLASS kompleksdə 4 otaqlı, ev deyerindən cox ucuz qiymətə satılırQaz,Su,işıq daimidir.4 qanuni otaq.İki balkonu var.Ən bahalı və keyfiyyətli materiallarla təmir olunub.Əla infrastruktura malik binadır. Ətrafında məktəb,bağça, market,aptek və.s yerləşir.Şirkət haqqı 1%']",['Ünvan: Təbriz küçəsi'],180 m2,4,15,18,Təmirsiz,Müqavilə
https://emlak.az/1176974-satilir-3-otaqli-150-m2-yeni-tikili-nizami-m.html,['480 000'],28.11.2024,"['Bakı şəhəri Yasamal rayonu, İnşaatçılar prospekti,Dövlət Statistika Komitəsinin yaxınlığında yerləşən, Hayat Palace yaşayış kompleksi yeni inşa edilmiş 16 mərtəbəli binanın 7-ci mərtəbəsində 3 otaqli, Əla Təmirli, 150 kv.m sahəsi olan mənzil satılır. Mənzildə qaz su,işıq,daimi fasiləsiz verilir Bina “MTK”-a tərəfindən yüksək səviyyədə inşa edilib. Binanın geniş həyəti,1 mərtəbə yeralti avtomobil dayanacağı, 24 saat mühafizəsi, bloklarında kodlu seyf qapıları siz alıcıların ixtiyarına verilir. Bina super marketlərə, ticarət mərkəzlərinə, uşaq baxçalarına, orta məktəblərə yaxın ərazidə inşa edilib. Mənzil haqqında ətraflı məlumat almaq istəyənlər aşağıdakı telefon nömrələri ilə əlaqə saxlaya bilərlər.']",['Ünvan: Insaatcilar prospekti'],150 m2,3,7,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176972-satilir-2-otaqli-82-m2-yeni-tikili-bakixanov.html,['120 000'],28.11.2024,"['İpotekaya  yararlıdır…!  Sabunçu rayonu.,Bakıxanov qəsəbəsi,Y.Əliyev küçəsi,Stimul Hospitalın yaxınlığında, Akkord Yaşayış Kompleksində, Yeni Tikili 20 mərtəbəli binanın 6-cı mərtəbəsində,ümumi sahəsi 82 kv.m. olan yaxşı təmirli 2 otaqlı mənzil Əşyaları ilə birlikdə satılır.Sənədləri qaydasındadır,çıxarış(kupça) var.Su,işığ,qaz,lift daimidir. İstilik sistemi mənzildə kombidir. Təmirində yüksək keyfiyyətli materiallardan istfadə olunmuşdur. Mənzilin seyf qapısı,plastic pəncərələri,Parket döşəməsi var.Mənzilin yerləşdiyi ərazisi,layihəsi,mərtəbəsi,təmiri göstərilən qiymətinə görə çox idealdır. Bina Koroğlu, Qara Qarayev, Neftçilər metrosuna yaxın ərazidə yerləşir. Binanın qarşısından 57, 35, 49, 208, 113, 106, 141, 105, 191, 186, nömrəli avtobuslar keçir. Bina ətrafında çoxlu sayda marketlər 7/24( Bravo, Rahat, Sərham). Binada 3 ədəd lift sistemi mövcuddur. Liftlər yenisi ilə əvəz edilib. Bloka giriş qapısı damafondur. Kompleks 7/24 kamera nəzarətindədir.Mənzil hal-hazırda 450 azn. Kirayədədir.Real alıcıya qiymətində danışıq yeri var.']",['Ünvan: Bakıxanov(Razin)qəs.Y.Əliyev küç.'],82 m2,2,6,20,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1176970-satilir-2-otaqli-55-m2-yeni-tikili-xirdalan.html,['88 000'],28.11.2024,"['Satılır 2 otaqlı yeni tikili 55 m²Xirdalanda 16/5 mertebesınde 2otaqa yıgılmıs super menzil satlır, menzilin remontunda bahalı materialardan isdfade olnub, yerleşme yeri H.Parkına 50metr mesafede yerleşir menzil Kupcalıdı ve Kupcası eldedır ıpotekıya yararldı, Qiymet 88000mat.REALLIQ OLSA ENDIRIM OLACAQ,OFIS HAQQI 1% alandan .']",['Ünvan: heyder eliyev pr'],55 m2,2,5,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176969-satilir-2-otaqli-55-m2-yeni-tikili-hezi-aslanov-m.html,['115 000'],28.11.2024,"['Hörmətli Müştərilər Sizə, Xətai rayonu Gənclik parkına 2 dəqiqə məsafədə yerləşən yeni tikili binadan yaxşı təmirli bir mənzil təklif edirəm.Mərtəbə : 4/16Ümumi sahəsi 55 kvm olan bu mənzil 1 otaqdan 2-ə ideal  düzəlmədir.Həzi Aslanov m/st -na 5-10 dəqiqə piyada məsafədədir.Mənzil yaxşı təmirlidir və əşyaları ilə birlikdə verilir. Qaz, Su, İşıq daimidir.Sənəd : ÇıxarışYerləşim olaraq çox yaxşı yerdədir. Ətrafda ehtiyyac olacaq bütün iaşə obyektləri mövcuddur. Əlavə məlumat üçün qeyd olunan nömrə ilə əlaqə saxlayın. Whatsapp aktivdir.Ofis Xidmət Haqqı 1% ...']",['Ünvan: Ceyhun Həsənov küç.'],55 m2,2,4,16,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1176967-satilir-3-otaqli-90-m2-yeni-tikili-8-mkr.html,['230 000'],28.11.2024,['8 ci mikrorayonda çıxarışlı qazı suyu işığı fasiləsiz olan yeni tikili mənzil satılır.Evin təmirində keyfiyyətli materiallardanistifadə olunub. Bütün pəncərələr yenisi ilə əvəz olunub.  Binanın 2lifti 24saat mühafizesi və müşahidə kamerasi var. Bina əla infrastruktura malikdir.'],['Ünvan: İbrahimpaşa dadaşov'],90 m2,3,8,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176966-satilir-3-otaqli-116-m2-yeni-tikili-nesimi-r.html,['250 000'],28.11.2024,"['Bakı şəhəri , Nesimi rayonu , Ceyhun Səlimov küçəsinde 17/15 mərtəbəli binada umumi sahesi 116kvm 3 otaqlı mənzil satılır. Tam təmirli, bəzi əşyalar qalacaq . Sened kupçadır. Qaz su işıq daimidir.Qiymet:250.000 aznXidmet haqqı:1% təşkil edir.']",['Ünvan: Nesimi rayonu Ceyhun Selimov'],116 m2,3,15,17,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1176964-satilir-2-otaqli-106-m2-yeni-tikili-neriman-nerimanov-m.html,['320 000'],28.11.2024,"['Bakı şəhəri Nərimanov rayonu,N.Nərimanov metro stansiyasının yaxınlığında yerləşən, yeni inşa edilmiş 17 mərtəbəli binanın 12-ci mərtəbəsində 2 otaqli,Əla Təmirli, ümumi sahəsi 106 kv.m olan mənzil satılır. Mənzildə su,işıq,qaz daimi fasiləsiz verilir.mənzilin kupçasida var Bina “MTK”-a tərəfindən yüksək səviyyədə inşa edilib. Binanın geniş həyəti, 2 mərtəbə avtomobil dayanacağı, 24 saat mühafizəsi, bloklarında kodlu seyf qapıları siz alıcıların ixtiyarına verilir. Bina super marketlərə, ticarət mərkəzlərinə, uşaq baxçalarına, orta məktəblərə yaxın ərazidə inşa edilib. Mənzil haqqında ətraflı məlumat almaq istəyənlər aşağıdakı telefon nömrələri ilə əlaqə saxlaya bilərlər.']",['Ünvan: F.Yusifov kucesi'],106 m2,2,12,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176963-satilir-1-otaqli-54-m2-yeni-tikili-nardaran.html,['183 600'],28.11.2024,"['"" Sea Breeze Polo Residence "".Yatırım Etmək İstəyənlər üçün Əla təklif !1/7/1 otaq 54 m²— Parkinq: yeraltı və yerüstü— Fərdi hovuz— Velosiped və gəzinti yolları— Uşaq meydançasıSea Breeze Resort Xəzər sahilində heyrətamiz dənizkənarı kurort və yaşayış kompleksidir.Sea Breeze-də daşınmaz əmlak aldıqda, siz Rezident olursunuz və çoxsaylı imtiyazlardan faydalana bilirsiniz:— Çimərlik klubuna sərbəst giriş (çimərlik, hovuzlar)— Restoran və barlarda endirimlər— «JARA» festivalında endirimlər— Anti-Aging mərkəzində endirimlər— İdman kompleksi (açıq və qapalı hovuzlar, fitnes zallar, saunalar)— İdman meydançaları (tennis,futbol,basketbol)Ofis Haqqı 1% Təşkil edir.']",['Ünvan: Nardaran seabreeze'],54 m2,1,1,7,Təmirsiz,Müqavilə
https://emlak.az/1176961-satilir-3-otaqli-112-m2-yeni-tikili-nesimi-bazari.html,['375 000'],28.11.2024,"['Nəsimi Rayonu Ceyhun Hacibəyli küçəsi, Nəsibbəy Yusifbəyli ilə kəsişməsində, Azərbaycan Universitetinin yaxinlığında 3 otaq 112m2, 15/12, yeni təmirli mənzil satilir. Mənzil modern dizayn edilib, hər otaqda kondisioner var. Otaqlarinda bütün lazım olan mebel var, mətbəx hissəsi bütün avadanlıqla təchiz edilib. Mənzil tam yelçəkəndir(Skvoznoy).Otaqlar  geniş və işiqlidir, eyvan və 2 böyuk hamam var.Binanin yerləşdiyi ərazi təzə 30 qektar parkın yanıdı , 2 mərtəbəli yeralti dayanacaği, 2 sürətli “Otis” liftləri. 7/24 mühafizə xidməti mövcuddur.']","['Ünvan: Nəsimi Rayonu, Nəsibbəy Yusifbəyli, ev 88 Nəsimi bazar yanı']",112 m2,3,12,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176958-satilir-2-otaqli-65-m2-yeni-tikili-nerimanov-r.html,['205 000'],28.11.2024,"['Nerimanov rayonu Ankara liseyinin yaxinliqi  16 mertebeli yeni tikili binanin 14 cu mertebeside yerleshen umumi sahesi 65 kv.m olan 1 otaqdan 2 otaq duzelme tam temirli menzil satilir.Menzilin qazi,suyu ishiqi daimidir senedi muqaviledir.Etrafli melumat ucun elaqe saxlaya bilersiniz.Xidmet haqqi alicilar ucun 1 % teshkiledir.']",['Ünvan: Nerimanov rayonu Ankara liseyinin yaxinliqi'],65 m2,2,14,16,Əla təmirli,Müqavilə
https://emlak.az/1176956-satilir-4-otaqli-170-m2-yeni-tikili-neriman-nerimanov-m.html,['325 000'],28.11.2024,"['.HAZIR İPOTEKADA!1 saylı Asan xidmət,Tibb universiteti və Avrasiya klinikasına yaxın yerləşən 21 mərtəbəli yeni tikilinin 3-cü mərtəbəsində yerləşən 3 otaqlı ümumi sahəsi 130 kvm olan mənzil satılırQaz su işıq daimidirŞirkət haqqı alıcı tərəfindən 1 %Aylıq ödəniş 1245 manatQalan müddət-21 il']",['Ünvan: Həsən Əliyev'],170 m2,4,3,20,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176953-satilir-2-otaqli-471-m2-yeni-tikili-20-yanvar-m.html,['124 000'],28.11.2024,"['ÇOX GÖZƏL MƏNZİL SATIŞA ÇIXDI! ƏLA FÜRSƏTDİR! FÜRSƏTİ QAÇIRMAYIN!Bina yerləşir Yasamal rayonunun ən prestijli və sakit məntəgələrin birində. ""Melissa Park"" yaşayış kompleksində. Binadan həm Yasamala, həmdə Moskva prospektinə çıxış var. binanın ətrafında həyat üçün lazım olan bütün komunikasiyalar mövcuddur. ""20 yanvar"" və ""İnşaatçılar"" metro stansiyalarına piyada çox yaxın məsafədə. Mənzil qanuni 2 otaqdır, mətbəxi, dəhlizi, 1 sanitar qovşağı, 1 balkonu,əla təmirli, gözəl panoramalı. Belə qiymətə kompleksdə ev yoxdur. KREDİT ŞƏRTLƏRİdə VAR! (Real müştərilərə məlumat veriləcək)OFİS HAQQI-1%.']",['Ünvan: Həsənbəy Zərdabi prospekti'],47.1 m2,2,20,20,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176952-satilir-3-otaqli-105-m2-yeni-tikili-neriman-nerimanov-m.html,['310 000'],28.11.2024,"['Nəriman Nərimanov m/s !!!Şəhərin möhtəşəm komplekslərindən birində qanuni 3 otaqlı, super təmirli mənzil satılır. Mənzilin kupçası artıq hazırdır və çox yaxın zamanda veriləcək. Mənzildə mətbəx mebeli yığılıb. Yeni təmir olunub və təmirdən sonra yaşayış olmayıb. Bina çox əlverişli ərazidə yerləşir. Ətrafında məktəblər, bağçalar, marketlər və digər iaşə obyektləri var. Kontingent olaraq çox sakit və mədənidir. Qaz, su və işıq daimidir. Binanın yeraltı dayanacağı mövcuddur.Bu kompleksdə təmirsiz mənzillər belə bundan daha yüksək qiymətədir !Mənzilə baxış üçün 7/24 əlaqə saxlaya bilərsiniz !Ofis üçün xidmət haqqı 1%']",['Ünvan: Təbriz küçəsi'],105 m2,3,12,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176951-satilir-3-otaqli-90-m2-yeni-tikili-xirdalan.html,['125 000'],28.11.2024,"['Xirdalanda super temir olunmuş radnoy 3otaqlı menzıl satlır, menzılın yerleşme yeri Kirsdal 1 yaşayış konpleksınde yerlesır menzilde bütün eşyalar qalacaq evde yaşayış uçun bütün eşyalar var menzılın qıymetı 125000 manatdı. Kupcaldı ipatekiya yararlıdı13/3 kvadratı 90kv. Real ALICIYA ENDIRIM OLACAQ.OFIS HAQQI 1% alandan']",['Ünvan: heyder eliyev prospekti'],90 m2,3,3,13,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1176950-satilir-2-otaqli-65-m2-yeni-tikili-neriman-nerimanov-m.html,['205 000'],28.11.2024,"['Bakı şəhəri Nərimanov rayonu, Təbriz küçəsində, Gilavar Restoranın yaxınlığında yerləşən, yeni inşa edilmiş 16 mərtəbəli binanın 14-cü mərtəbəsində 2 otaqli SUPER TƏMİRLİ, 65 kv.m sahəsi olan mənzil satılır. Mənzildə su,işıq,qaz daimi fasiləsiz verilir. Bina “MTK”-a tərəfindən yüksək səviyyədə inşa edilib. Binanın geniş həyəti, uşaq əyləncə parkı,2 mərtəbə yer alti avtomobil dayanacağı, 24saat mühafizəsi, bloklarında kodlu seyf qapıları siz alıcıların ixtiyarına verilir. Bina super marketlərə, ticarət mərkəzlərinə, uşaq baxçalarına, orta məktəblərə yaxın ərazidə inşa edilib. Mənzil haqqında ətraflı məlumat almaq istəyənlər aşağıdakı telefon nömrələri ilə əlaqə saxlaya bilərlər.']",['Ünvan: Tebriz kucesi'],65 m2,2,14,16,Əla təmirli,Müqavilə
